Total,Plu,Description,Qté_11,Mnt_11,Qté_21,Mnt_21,Qté_31,Mnt_31,Qté_41,Mnt_41,Qté_51,Mnt_51,Qté_12,Mnt_12,Qté_22,Mnt_22,Qté_32,Mnt_32,Qté_42,Mnt_42,Qté_52,Mnt_52,Qté_13,Mnt_13,Qté_23,Mnt_23,Qté_33,Mnt_33,Qté_43,Mnt_43,Qté_53,Mnt_53
"""AJOUT EXTRA""","""11105199""","""AJOUT CREVETTES AIL""",171.00,1525.50,80.00,714.25,421.00,3750.89,760.00,6780.90,1432.00,12771.54,13846.00,61872.27,3550.00,15051.07,11542.00,52108.19,21981.00,98974.04,50919.00,228005.57,40022.00,443759.26,11977.00,152386.80,39868.00,506908.60,73498.00,952517.58,165365.00,2055572.24
"""AJOUT EXTRA""","""11105203""","""AJOUT CUBE BOEUF""",17.00,50.00,4.00,0.00,17.00,15.00,34.00,56.00,72.00,121.00,13863.00,61922.27,3554.00,15051.07,11559.00,52123.19,22015.00,99030.04,50991.00,228126.57,40039.00,443809.26,11981.00,152386.80,39885.00,506923.60,73532.00,952573.58,165437.00,2055693.24
"""AJOUT EXTRA""","""11105205""","""AJOUT SAL VERTE""",28.00,161.75,12.00,73.50,21.00,117.75,34.00,192.25,95.00,545.25,13891.00,62084.02,3566.00,15124.57,11580.00,52240.94,22049.00,99222.29,51086.00,228671.82,40067.00,443971.01,11993.00,152460.30,39906.00,507041.35,73566.00,952765.83,165532.00,2056238.49
"""AJOUT EXTRA""","""11105221""","""AJOUT BETT JAUNE""",10.00,199.00,1.00,28.00,0.00,0.00,14.00,337.00,25.00,564.00,13901.00,62283.02,3567.00,15152.57,11580.00,52240.94,22063.00,99559.29,51111.00,229235.82,40077.00,444170.01,11994.00,152488.30,39906.00,507041.35,73580.00,953102.83,165557.00,2056802.49
"""AJOUT EXTRA""","""11105900""","""EXTRA 0","50$""",90.00,44.02,40.00,20.00,78.00,15.01,276.00,138.01,484.00,217.04,13991.00,62327.04,3607.00,15172.57,11658.00,52255.95,22339.00,99697.30,51595.00,229452.86,40167.00,444214.03,12034.00,152508.30,39984.00,507056.36,73856.00,953240.84,166041.00.2057019.53
"""AJOUT EXTRA""","""11105901""","""EXTRA 1$""",139.00,139.00,36.00,36.00,103.00,103.00,243.00,243.06,521.00,521.06,14130.00,62466.04,3643.00,15208.57,11761.00,52358.95,22582.00,99940.36,52116.00,229973.92,40306.00,444353.03,12070.00,152544.30,40087.00,507159.36,74099.00,953483.90,166562.00,2057540.59
"""AJOUT EXTRA""","""11105902""","""EXTRA 2$""",230.00,460.01,97.00,194.00,241.00,482.00,505.00,1010.12,1073.00,2146.13,14360.00,62926.05,3740.00,15402.57,12002.00,52840.95,23087.00,100950.48,53189.00,232120.05,40536.00,444813.04,12167.00,152738.30,40328.00,507641.36,74604.00,954494.02,167635.00,2059686.72
"""AJOUT EXTRA""","""11105905""","""EXTRAS 5$""",-156,00,-779,66,-44,00,-220,00,291.00,1455.65,263.00,1315.12,354.00,1771.11,14204.00,62146.39,3696.00,15182.57,12293.00,54296.60,23350.00,102265.60,53543.00,233891.16,40380.00,444033.38,12123.00,152518.30,40619.00,509097.01.74867.00.955809.14.167989.00.2061457.83
"""AJOUT EXTRA""","""11222516""","""AJOUT MINI-BURGER""",120.00,347.58,70.00,201.20,100.00,288.90,240.00,678.72,530.00,1516.40,14324.00,62493.97,3766.00,15383.77,12393.00,54585.50,23590.00,102944.32,54073.00,235407.56,40500.00,444380.96,12193.00,152719.50,40719.00,509385.91,75107.00,956487.86,168519.00,2062974.23
"""AJOUT EXTRA""","""11225021""","""AJOUT CREME GLACEE""",68.00,131.24,10.00,19.75,27.00,48.74,150.00,284.97,255.00,484.70,14392.00,62625.21,3776.00,15403.52,12420.00,54634.24,23740.00,103229.29,54328.00,235892.26,40568.00,444512.20,12203.00,152739.25,40746.00,509434.65,75257.00,956772.83,168774.00,2063458.93
"""AJOUT EXTRA""","""11409510""","""CHASER CLAMATO*""",44.00,53.50,20.00,25.00,95.00,108.25,116.00,133.00,275.00,319.75,14436.00,62678.71,3796.00,15428.52,12515.00,54742.49,23856.00,103362.29,54603.00,236212.01,40612.00,444565.70,12223.00,152764.25,40841.00,509542.90,75373.00,956905.83,169049.00,2063778.68
"""AJOUT EXTRA""","""11983599""","""MASQUE""",2.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,10.00,14438.00,62688.71,3796.00,15428.52,12515.00,54742.49,23856.00,103362.29,54605.00,236222.01,40614.00,444575.70,12223.00,152764.25,40841.00,509542.90,75373.00,956905.83,169051.00,2063788.68
"""BIERE BTLE""","""11506001""","""MOLSON EX""",175.00,1101.45,29.00,178.71,61.00,390.59,208.00,1337.52,473.00,3008.27,175.00,1101.45,29.00,178.71,61.00,390.59,208.00,1337.52,473.00,3008.27,40789.00,445677.15,12252.00,152942.96,40902.00,509933.49,75581.00,958243.35,169524.00,2066796.95
"""BIERE BTLE""","""11506013""","""RABASKA PECHE 473ml""",74.00,735.67,38.00,374.43,71.00,707.09,189.00,1876.31,372.00,3693.50,249.00,1837.12,67.00,553.14,132.00,1097.68,397.00,3213.83,845.00,6701.77,40863.00,446412.82,12290.00,153317.39,40973.00,510640.58,75770.00,960119.66,169896.00,2070490.45
"""BIERE BTLE""","""11506014""","""RABASKA BRUT 473ml""",167.00,1665.53,98.00,978.44,289.00,2881.92,553.00,5507.90,1107.00,11033.79,416.00,3502.65,165.00,1531.58,421.00,3979.60,950.00,8721.73,1952.00,17735.56,41030.00,448078.35,12388.00,154295.83,41262.00,513522.50,76323.00,965627.56,171003.00,2081524.24
"""BIERE BTLE""","""11506025""","""BELLE MER 473ml""",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,416.00,3502.65,165.00,1531.58,421.00,3979.60,950.00,8721.73,1952.00,17735.56,41030.00,448078.35,12388.00,154295.83,41262.00,513522.50,76323.00,965627.56,171003.00,2081524.24
"""BIERE BTLE""","""11506029""","""JOUFFLUE 473ml""",28.00,156.72,11.00,75.70,20.00,191.96,58.00,484.51,117.00,908.89,444.00,3659.37,176.00,1607.28,441.00,4171.56,1008.00,9206.24,2069.00,18644.45,41058.00,448235.07,12399.00,154371.53,41282.00,513714.46,76381.00,966112.07,171120.00,2082433.13
"""BIERE BTLE""","""11506030""","""MATANTE 473ml""",51.00,466.73,40.00,301.32,81.00,744.91,276.00,1893.15,448.00,3406.11,495.00,4126.10,216.00,1908.60,522.00,4916.47,1284.00,11099.39,2517.00,22050.56,41109.00,448701.80,12439.00,154672.85,41363.00,514459.37,76657.00,968005.22,171568.00,2085839.24
"""BIERE BTLE""","""11506031""","""CHIPIE 473ml""",42.00,313.57,16.00,137.42,60.00,575.40,57.00,434.83,175.00,1461.22,537.00,4439.67,232.00,2046.02,582.00,5491.87,1341.00,11534.22,2692.00,23511.78,41151.00,449015.37,12455.00,154810.27,41423.00,515034.77,76714.00,968440.05,171743.00,2087300.46
"""BIERE BTLE""","""11506035""","""RABASKA 473ml""",312.00,3089.59,179.00,1772.80,618.00,6114.73,1119.00,10996.10,2228.00,21973.22,849.00,7529.26,411.00,3818.82,1200.00,11606.60,2460.00,22530.32,4920.00,45485.00,41463.00,452104.96,12634.00,156583.07,42041.00,521149.50,77833.00,979436.15,173971.00,2109273.68
"""BIERE BTLE""","""11506036""","""COORS LIGHT CANETTE""",0.00,0.00,0.00,0.00,1.00,3.75,0.00,0.00,1.00,3.75,849.00,7529.26,411.00,3818.82,1201.00,11610.35,2460.00,22530.32,4921.00,45488.75,41463.00,452104.96,12634.00,156583.07,42042.00,521153.25,77833.00,979436.15,173972.00,2109277.43
"""BIERE BTLE""","""11506038""","""EX CANETTE 473ml""",54.00,221.39,11.00,38.75,46.00,176.50,460.00,1667.51,571.00,2104.15,903.00,7750.65,422.00,3857.57,1247.00,11786.85,2920.00,24197.83,5492.00,47592.90,41517.00,452326.35,12645.00,156621.82,42088.00,521329.75,78293.00,981103.66,174543.00,2111381.58
"""BIERE BTLE""","""11506039""","""GUINNESS CANETTE""",295.00,2932.17,168.00,1669.68,685.00,6813.40,785.00,7801.36,1933.00,19216.61,1198.00,10682.82,590.00,5527.25,1932.00,18600.25,3705.00,31999.19,7425.00,66809.51,41812.00,455258.52,12813.00,158291.50,42773.00,528143.15,79078.00,988905.02,176476.00,2130598.19
"""BIERE BTLE""","""11506054""","""BUD LITE""",2.00,33.00,1.00,16.50,13.00,214.50,38.00,627.00,54.00,891.00,1200.00,10715.82,591.00,5543.75,1945.00,18814.75,3743.00,32626.19,7479.00,67700.51,41814.00,455291.52,12814.00,158308.00,42786.00,528357.65,79116.00,989532.02,176530.00,2131489.19
"""BIERE BTLE""","""11506057""","""BUD ZERO 473ml""",59.00,554.01,16.00,150.24,98.00,920.22,126.00,1183.15,299.00,2807.62,1259.00,11269.83,607.00,5693.99,2043.00,19734.97,3869.00,33809.34,7778.00,70508.13,41873.00,455845.53,12830.00,158458.24,42884.00,529277.87,79242.00,990715.17,176829.00,2134296.81
"""BIERE BTLE""","""11506058""","""BUD PROHIBITION""",630.00,4539.83,230.00,1631.90,1108.00,7892.65,1332.00,9295.59,3300.00,23359.97,1889.00,15809.66,837.00,7325.89,3151.00,27627.62,5201.00,43104.93,11078.00,93868.10,42503.00,460385.36,13060.00,160090.14,43992.00,537170.52,80574.00,1000010.76,180129.00,2157656.78
"""BIERE BTLE""","""11506086""","""MORETTI BTLE""",77.00,718.97,45.00,419.89,126.00,1181.04,250.00,2340.00,498.00,4659.90,1966.00,16528.63,882.00,7745.78,3277.00,28808.66,5451.00,45444.93,11576.00,98528.00,42580.00,461104.33,13105.00,160510.03,44118.00,538351.56,80824.00,1002350.76,180627.00,2162316.68
"""BIERE BTLE""","""11506096""","""STELLA ARTOIS 473ml""",22.00,514.65,4.00,93.57,43.00,981.84,57.00,1297.39,126.00,2887.45,1988.00,17043.28,886.00,7839.35,3320.00,29790.50,5508.00,46742.32,11702.00,101415.45,42602.00,461618.98,13109.00,160603.60,44161.00,539333.40,80881.00,1003648.15,180753.00,2165204.13
"""BIERE BTLE""","""11506099""","""BUDWEISER 473ml""",13.00,122.07,10.00,93.90,17.00,159.63,48.00,445.08,88.00,820.68,2001.00,17165.35,896.00,7933.25,3337.00,29950.13,5556.00,47187.40,11790.00,102236.13,42615.00,461741.05,13119.00,160697.50,44178.00,539493.03,80929.00,1004093.23,180841.00,2166024.81
"""BIERE BTLE""","""11506116""","""MOLSON ULTRA 341ml""",9.00,117.00,17.00,214.00,64.00,805.00,84.00,1066.00,174.00,2202.00,2010.00,17282.35,913.00,8147.25,3401.00,30755.13,5640.00,48253.40,11964.00,104438.13,42624.00,461858.05,13136.00,160911.50,44242.00,540298.03,81013.00,1005159.23,181015.00,2168226.81
"""BIERE BTLE""","""11506151""","""CORONA""",1585.00,14468.66,920.00,7575.80,2142.00,19502.58,4399.00,39938.29,9046.00,81485.33,3595.00,31751.01,1833.00,15723.05,5543.00,50257.71,10039.00,88191.69,21010.00,185923.46,44209.00,476326.71,14056.00,168487.30,46384.00,559800.61,85412.00,1045097.52,190061.00,2249712.14
"""BIERE BTLE""","""11506152""","""HEINEKEN""",0.00,0.00,40.00,193.00,0.00,0.00,0.00,0.00,40.00,193.00,3595.00,31751.01,1873.00,15916.05,5543.00,50257.71,10039.00,88191.69,21050.00,186116.46,44209.00,476326.71,14096.00,168680.30,46384.00,559800.61,85412.00,1045097.52,190101.00,2249905.14
"""BIERE BTLE""","""11506156""","""CORONA SUNBREW""",495.00,4177.15,179.00,1402.89,942.00,7421.45,962.00,7744.85,2578.00,20746.34,4090.00,35928.16,2052.00,17318.94,6485.00,57679.16,11001.00,95936.54,23628.00,206862.80,44704.00,480503.86,14275.00,170083.19,47326.00,567222.06,86374.00,1052842.37,192679.00,2270651.48
"""BIERE BTLE""","""11506157""","""GLUTENBERG BLONDE""",10.00,95.63,9.00,86.04,68.00,649.60,46.00,439.52,133.00,1270.79,4100.00,36023.79,2061.00,17404.98,6553.00,58328.76,11047.00,96376.06,23761.00,208133.59,44714.00,480599.49,14284.00,170169.23,47394.00,567871.66,86420.00,1053281.89,192812.00,2271922.27
"""BIERE BTLE""","""11506501""","""BEACH DAY ICE""",2.00,18.00,3.00,27.00,6.00,54.00,25.00,225.00,36.00,324.00,4102.00,36041.79,2064.00,17431.98,6559.00,58382.76,11072.00,96601.06,23797.00,208457.59,44716.00,480617.49,14287.00,170196.23,47400.00,567925.66,86445.00,1053506.89,192848.00,2272246.27
"""BIERE BTLE""","""11506505""","""BUD L SELTZER CERISE""",531.00,11050.88,177.00,3658.23,975.00,20116.71,1587.00,31932.98,3270.00,66758.80,4633.00,47092.67,2241.00,21090.21,7534.00,78499.47,12659.00,128534.04,27067.00,275216.39,45247.00,491668.37,14464.00,173854.46,48375.00,588042.37,88032.00,1085439.87,196118.00,2339005.07
"""BIERE FUT""","""""","""""",941.00,8198.36,358.00,3180.28,1433.00,13448.64,3246.00,30464.13,5978.00,55291.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45247.00,491668.37,14464.00,173854.46,48375.00,588042.37,88032.00,1085439.87,196118.00,2339005.07
"""BIERE FUT""","""11523701""","""MOLSON ULTRA PETIT""",62.00,1186.04,6.00,114.50,116.00,2267.08,42.00,845.60,226.00,4413.22,62.00,1186.04,6.00,114.50,116.00,2267.08,42.00,845.60,226.00,4413.22,45309.00,492854.41,14470.00,173968.96,48491.00,590309.45,88074.00,1086285.47,196344.00,2343418.29
"""BIERE FUT""","""11523702""","""MOLSON ULTRA PINTE""",0.00,0.00,0.00,0.00,1.00,77.00,3.00,231.00,4.00,308.00,62.00,1186.04,6.00,114.50,117.00,2344.08,45.00,1076.60,230.00,4721.22,45309.00,492854.41,14470.00,173968.96,48492.00,590386.45,88077.00,1086516.47,196348.00,2343726.29
"""BIERE FUT""","""11523703""","""MOLSON ULTRA PICHET""",0.00,0.00,0.00,0.00,1.00,105.00,4.00,420.00,5.00,525.00,62.00,1186.04,6.00,114.50,118.00,2449.08,49.00,1496.60,235.00,5246.22,45309.00,492854.41,14470.00,173968.96,48493.00,590491.45,88081.00,1086936.47,196353.00,2344251.29
"""BIERE FUT""","""11523728""","""MACTAVISH PICHET""",27.00,257.00,2.00,19.00,14.00,133.00,6.00,57.50,49.00,466.50,89.00,1443.04,8.00,133.50,132.00,2582.08,55.00,1554.10,284.00,5712.72,45336.00,493111.41,14472.00,173987.96,48507.00,590624.45,88087.00,1086993.97,196402.00,2344717.79
"""BIERE FUT""","""11523745""","""50 P.GROWLER""",263.00,2158.44,81.00,665.19,152.00,1245.90,304.00,2511.86,800.00,6581.39,352.00,3601.48,89.00,798.69,284.00,3827.98,359.00,4065.96,1084.00,12294.11,45599.00,495269.85,14553.00,174653.15,48659.00,591870.35,88391.00,1089505.83,197202.00,2351299.18
"""BIERE FUT""","""11523747""","""1664 P.GROWLER""",24.00,495.43,7.00,144.73,35.00,725.30,50.00,1028.28,116.00,2393.74,376.00,4096.91,96.00,943.42,319.00,4553.28,409.00,5094.24,1200.00,14687.85,45623.00,495765.28,14560.00,174797.88,48694.00,592595.65,88441.00,1090534.11,197318.00,2353692.92
"""BIERE FUT""","""11523749""","""HOEGAARD P.GROWLER""",11.00,71.49,4.00,26.16,10.00,65.90,21.00,136.79,46.00,300.34,387.00,4168.40,100.00,969.58,329.00,4619.18,430.00,5231.03,1246.00,14988.19,45634.00,495836.77,14564.00,174824.04,48704.00,592661.55,88462.00,1090670.90,197364.00,2353993.26
"""BIERE FUT""","""11523750""","""HOEGAARD G.GROWLER""",152.00,1265.38,70.00,584.60,177.00,1478.13,389.00,3237.31,788.00,6565.42,539.00,5433.78,170.00,1554.18,506.00,6097.31,819.00,8468.34,2034.00,21553.61,45786.00,497102.15,14634.00,175408.64,48881.00,594139.68,88851.00,1093908.21,198152.00,2360558.68
"""BIERE FUT""","""11523751""","""GOOSE P.GROWLER""",1.00,20.89,4.00,83.56,7.00,146.26,41.00,838.80,53.00,1089.51,540.00,5454.67,174.00,1637.74,513.00,6243.57,860.00,9307.14,2087.00,22643.12,45787.00,497123.04,14638.00,175492.20,48888.00,594285.94,88892.00,1094747.01,198205.00,2361648.19
"""BIERE FUT""","""11523753""","""BUDW P.GROWLER""",6.00,146.17,1.00,23.70,14.00,338.22,42.00,1006.04,63.00,1514.13,546.00,5600.84,175.00,1661.44,527.00,6581.79,902.00,10313.18,2150.00,24157.25,45793.00,497269.21,14639.00,175515.90,48902.00,594624.16,88934.00,1095753.05,198268.00,2363162.32
"""BIERE FUT""","""11523754""","""BUDW G.GROWLER""",1.00,28.39,0.00,0.00,0.00,0.00,0.00,0.00,1.00,28.39,547.00,5629.23,175.00,1661.44,527.00,6581.79,902.00,10313.18,2151.00,24185.64,45794.00,497297.60,14639.00,175515.90,48902.00,594624.16,88934.00,1095753.05,198269.00,2363190.71
"""BIERE FUT""","""11523755""","""BUD LITE P.GROWLER""",426.00,3843.35,147.00,1317.43,362.00,3271.08,935.00,8334.97,1870.00,16766.83,973.00,9472.58,322.00,2978.87,889.00,9852.87,1837.00,18648.15,4021.00,40952.47,46220.00,501140.95,14786.00,176833.33,49264.00,597895.24,89869.00,1104088.02,200139.00,2379957.54
"""BIERE FUT""","""11523756""","""BUD LITE G.GROWLER""",63.00,423.77,11.00,72.89,31.00,207.49,48.00,322.92,153.00,1027.07,1036.00,9896.35,333.00,3051.76,920.00,10060.36,1885.00,18971.07,4174.00,41979.54,46283.00,501564.72,14797.00,176906.22,49295.00,598102.73,89917.00,1104410.94,200292.00,2380984.61
"""BIERE FUT""","""11523757""","""MATANTE P.GROWLER""",3.00,54.87,2.00,36.59,3.00,54.87,2.00,36.59,10.00,182.92,1039.00,9951.22,335.00,3088.35,923.00,10115.23,1887.00,19007.66,4184.00,42162.46,46286.00,501619.59,14799.00,176942.81,49298.00,598157.60,89919.00,1104447.53,200302.00,2381167.53
"""BIERE FUT""","""11523758""","""MATANTE G.GROWLER""",0.00,0.00,3.00,100.47,0.00,0.00,0.00,0.00,3.00,100.47,1039.00,9951.22,338.00,3188.82,923.00,10115.23,1887.00,19007.66,4187.00,42262.93,46286.00,501619.59,14802.00,177043.28,49298.00,598157.60,89919.00,1104447.53,200305.00,2381268.00
"""BIERE FUT""","""11523759""","""JOUFFLUE P.GROWLER""",8.00,148.94,7.00,131.15,22.00,413.16,66.00,1239.03,103.00,1932.28,1047.00,10100.16,345.00,3319.97,945.00,10528.39,1953.00,20246.69,4290.00,44195.21,46294.00,501768.53,14809.00,177174.43,49320.00,598570.76,89985.00,1105686.56,200408.00,2383200.28
"""BIERE FUT""","""11523765""","""DEPOT 5$""",6.00,5.00,5.00,18.99,9.00,75.96,32.00,569.90,52.00,669.85,1053.00,10105.16,350.00,3338.96,954.00,10604.35,1985.00,20816.59,4342.00,44865.06,46300.00,501773.53,14814.00,177193.42,49329.00,598646.72,90017.00,1106256.46,200460.00,2383870.13
"""BIERE FUT""","""11523766""","""DEPOT 10$""",1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,1054.00,10105.16,353.00,3338.96,954.00,10604.35,1985.00,20816.59,4346.00,44865.06,46301.00,501773.53,14817.00,177193.42,49329.00,598646.72,90017.00,1106256.46,200464.00,2383870.13
"""BIERE FUT""","""11523769""","""PERROQUET PETIT""",250.00,2319.11,112.00,1047.79,369.00,3501.21,509.00,4827.22,1240.00,11695.33,1304.00,12424.27,465.00,4386.75,1323.00,14105.56,2494.00,25643.81,5586.00,56560.39,46551.00,504092.64,14929.00,178241.21,49698.00,602147.93,90526.00,1111083.68,201704.00,2395565.46
"""BIERE FUT""","""11523770""","""PERROQUET PINTE""",137.00,1720.69,73.00,817.57,397.00,4516.65,480.00,5642.02,1087.00,12696.93,1441.00,14144.96,538.00,5204.32,1720.00,18622.21,2974.00,31285.83,6673.00,69257.32,46688.00,505813.33,15002.00,179058.78,50095.00,606664.58,91006.00,1116725.70,202791.00,2408262.39
"""BIERE FUT""","""11523771""","""PERROQUET PICHET""",21.00,671.83,3.00,95.97,25.00,799.80,46.00,1471.69,95.00,3039.29,1462.00,14816.79,541.00,5300.29,1745.00,19422.01,3020.00,32757.52,6768.00,72296.61,46709.00,506485.16,15005.00,179154.75,50120.00,607464.38,91052.00,1118197.39,202886.00,2411301.68
"""BIERE FUT""","""11523776""","""SANG D'ENCRE PICHET""",22.00,209.00,14.00,133.00,13.00,123.50,23.00,220.75,72.00,686.25,1484.00,15025.79,555.00,5433.29,1758.00,19545.51,3043.00,32978.27,6840.00,72982.86,46731.00,506694.16,15019.00,179287.75,50133.00,607587.88,91075.00,1118418.14,202958.00,2411987.93
"""BIERE FUT""","""11523784""","""ANGELIQUE PETIT""",7.00,48.93,1.00,6.99,8.00,56.62,14.00,97.86,30.00,210.40,1491.00,15074.72,556.00,5440.28,1766.00,19602.13,3057.00,33076.13,6870.00,73193.26,46738.00,506743.09,15020.00,179294.74,50141.00,607644.50,91089.00,1118516.00,202988.00,2412198.33
"""BIERE FUT""","""11523785""","""ANGELIQUE PINTE""",131.00,1177.59,49.00,442.11,289.00,2593.11,456.00,4084.27,925.00,8297.08,1622.00,16252.31,605.00,5882.39,2055.00,22195.24,3513.00,37160.40,7795.00,81490.34,46869.00,507920.68,15069.00,179736.85,50430.00,610237.61,91545.00,1122600.27,203913.00,2420495.41
"""BIERE FUT""","""11523787""","""ANGELIQUE PICHET""",7.00,183.48,3.00,78.48,15.00,387.92,42.00,1082.24,67.00,1732.12,1629.00,16435.79,608.00,5960.87,2070.00,22583.16,3555.00,38242.64,7862.00,83222.46,46876.00,508104.16,15072.00,179815.33,50445.00,610625.53,91587.00,1123682.51,203980.00,2422227.53
"""BIERE FUT""","""11523796""","""KIRIN ICHIBAN PETIT""",31.00,236.89,0.00,0.00,33.00,253.07,52.00,398.68,116.00,888.64,1660.00,16672.68,608.00,5960.87,2103.00,22836.23,3607.00,38641.32,7978.00,84111.10,46907.00,508341.05,15072.00,179815.33,50478.00,610878.60,91639.00,1124081.19,204096.00,2423116.17
"""BIERE FUT""","""11523797""","""KIRIN ICHIBAN PINTE""",303.00,2992.47,136.00,1346.34,614.00,6063.37,1153.00,11373.00,2206.00,21775.18,1963.00,19665.15,744.00,7307.21,2717.00,28899.60,4760.00,50014.32,10184.00,105886.28,47210.00,511333.52,15208.00,181161.67,51092.00,616941.97,92792.00,1135454.19,206302.00,2444891.35
"""BIERE FUT""","""11523799""","""KIRIN ICHIBAN PICHET""",21.00,609.69,13.00,382.47,71.00,2069.02,221.00,6363.27,326.00,9424.45,1984.00,20274.84,757.00,7689.68,2788.00,30968.62,4981.00,56377.59,10510.00,115310.73,47231.00,511943.21,15221.00,181544.14,51163.00,619010.99,93013.00,1141817.46,206628.00,2454315.80
"""BIERE FUT""","""11523802""","""AUTRE CHOSE PETIT""",12.00,86.88,3.00,21.87,25.00,181.35,33.00,238.77,73.00,528.87,1996.00,20361.72,760.00,7711.55,2813.00,31149.97,5014.00,56616.36,10583.00,115839.60,47243.00,512030.09,15224.00,181566.01,51188.00,619192.34,93046.00,1142056.23,206701.00,2454844.67
"""BIERE FUT""","""11523803""","""AUTRE CHOSE PINTE""",439.00,4023.61,233.00,2133.38,900.00,8220.12,1357.00,12414.25,2929.00,26791.36,2435.00,24385.33,993.00,9844.93,3713.00,39370.09,6371.00,69030.61,13512.00,142630.96,47682.00,516053.70,15457.00,183699.39,52088.00,627412.46,94403.00,1154470.48,209630.00,2481636.03
"""BIERE FUT""","""11523806""","""AUTRE CHOSE PICHET""",12.00,321.91,9.00,241.43,60.00,1601.61,149.00,3979.48,230.00,6144.43,2447.00,24707.24,1002.00,10086.36,3773.00,40971.70,6520.00,73010.09,13742.00,148775.39,47694.00,516375.61,15466.00,183940.82,52148.00,629014.07,94552.00,1158449.96,209860.00,2487780.46
"""BIERE FUT""","""11523809""","""CARLSBERG GROW GRD""",38.00,355.00,10.00,89.00,44.00,392.50,92.00,794.50,184.00,1631.00,2485.00,25062.24,1012.00,10175.36,3817.00,41364.20,6612.00,73804.59,13926.00,150406.39,47732.00,516730.61,15476.00,184029.82,52192.00,629406.57,94644.00,1159244.46,210044.00,2489411.46
"""BIERE FUT""","""11523812""","""CARLSBERG PETIT""",55.00,428.45,20.00,155.80,82.00,638.78,62.00,482.98,219.00,1706.01,2540.00,25490.69,1032.00,10331.16,3899.00,42002.98,6674.00,74287.57,14145.00,152112.40,47787.00,517159.06,15496.00,184185.62,52274.00,630045.35,94706.00,1159727.44,210263.00,2491117.47
"""BIERE FUT""","""11523813""","""CARLSBERG PINTE""",809.00,8107.20,373.00,3741.70,1589.00,15962.46,1828.00,18335.43,4599.00,46146.79,3349.00,33597.89,1405.00,14072.86,5488.00,57965.44,8502.00,92623.00,18744.00,198259.19,48596.00,525266.26,15869.00,187927.32,53863.00,646007.81,96534.00,1178062.87,214862.00,2537264.26
